   LON    LAT DEPTH  MAG NSTUSED NPHASEP NPHASES  MIND GAP  RMS    ERH    ERZ YYYY MM DD HH MN  SEC
50.924 28.926  10.9  0.0      15      15      10   1.4 131 0.07   0.85   0.80 2021 04 04 12 56 08.9
50.923 28.922  11.0  0.0      25      25      22   1.4 103 0.10   0.64   0.50 2021 04 04 12 58 31.6
50.930 28.938  12.2  0.0      14      14       8   1.5 102 0.07   0.99   0.80 2021 04 04 12 58 47.5
50.923 28.922  10.3  0.0      16      16      10   1.5 121 0.07   0.85   0.80 2021 04 04 12 59 49.3
50.921 28.929  11.3  0.0      10      10       8   1.0 155 0.07   1.20   1.00 2021 04 04 13 00 49.7
50.928 28.921  11.0  0.0      14      14       8   2.0 110 0.05   0.85   0.60 2021 04 04 13 01 17.8
50.924 28.924  10.5  0.0      15      15      11   1.5 125 0.06   0.71   0.70 2021 04 04 13 05 21.3
50.921 28.925  11.3  0.0      17      17      15   1.1 118 0.06   0.57   0.60 2021 04 04 13 06 50.9
50.931 28.936  11.9  0.0      10      10       6   1.3  96 0.07   1.20   1.00 2021 04 04 13 08 45.8
50.921 28.924  11.0  0.0      14      14      12   1.2 126 0.07   0.78   0.70 2021 04 04 13 09 07.5
50.922 28.923  11.3  0.0      13      13      12   1.3 121 0.07   0.71   0.90 2021 04 04 13 12 55.5
50.915 28.922  12.8  0.0       7       7       6   0.9 121 0.07   1.63   1.40 2021 04 04 13 20 42.0
50.924 28.926  11.4  0.0      21      21      17   1.4 119 0.06   0.57   0.60 2021 04 04 13 23 42.2
50.922 28.923  10.4  0.0      16      16      12   1.3 120 0.06   0.57   0.70 2021 04 04 13 42 21.8
50.928 28.918  11.9  0.0      23      23      20   2.2  96 0.08   0.64   0.70 2021 04 04 13 51 32.9
50.914 28.923  11.4  0.0      13      13       9   0.8 114 0.07   0.92   1.00 2021 04 04 13 57 42.9
50.917 28.925  10.8  0.0       8       8       6   0.8 126 0.07   1.41   1.10 2021 04 04 14 50 34.3
50.924 28.924  11.3  0.0      12      12      10   1.5 128 0.08   0.99   1.00 2021 04 04 14 50 47.2
50.915 28.935  13.6  0.0       8       8       8   0.8 180 0.07   1.56   1.10 2021 04 04 21 27 33.3
