   LON    LAT DEPTH  MAG NSTUSED NPHASEP NPHASES  MIND GAP  RMS    ERH    ERZ YYYY MM DD HH MN  SEC
50.596 29.814  11.1  0.0      16      16      16  67.7 305 0.14   7.16  16.70 2021 05 05 15 15 25.5
50.688 29.757  10.9  0.0       9       9       8 104.0 339 0.09  59.63 143.90 2021 05 05 15 15 27.6
50.624 29.761  10.9  0.0      26      26      26  63.7 300 0.12   5.75  13.40 2021 05 05 01 21 24.7
50.553 29.730  11.0  0.0      13      13       5  57.6 298 0.06   7.79  19.00 2021 05 05 19 42 29.6
50.551 29.710  10.8  0.0      33      33      28  55.5 293 0.10   3.45   8.00 2021 05 05 12 44 52.4
50.405 29.549  50.0  0.0      16      16       4  33.8 296 0.09   7.92   5.40 2021 05 05 06 49 42.4
50.645 29.713   7.1  0.0       4       4       4  60.1 295 0.09   3.41 743.30 2021 05 05 20 40 28.0
50.572 29.758  15.0  0.0       7       7       7  61.1 300 0.08   2.88  27.90 2021 05 05 21 46 43.6
50.491 29.557  35.0  0.0      32      32      27  37.7 281 0.12   2.14   3.80 2021 05 05 21 46 46.5
50.579 29.687   8.6  0.0      27      27      22  54.4 293 0.15   4.78  11.00 2021 05 05 23 18 41.5
50.581 29.626  23.8  0.0      18      18      14  65.7 335 0.06   2.28   6.60 2021 05 05 00 19 52.0
50.650 29.683  44.3  0.0      10      10       6  90.9 337 0.07   7.80  12.60 2021 05 05 00 35 26.1
50.609 29.734   9.2  0.0      16      16       8  60.4 297 0.10   7.31  17.70 2021 05 05 00 41 17.0
50.628 29.720  11.3  0.0       3       3       3 125.0 352 0.04 994.81 999.90 2021 05 05 09 21 11.0
50.525 29.554  43.1  0.0      32      32      29  39.1 278 0.10   1.70   2.40 2021 05 05 09 21 12.2
50.530 29.691  19.5  0.0      13      13      10  52.7 295 0.10   3.04  13.10 2021 05 05 12 55 10.0
50.687 29.829  11.0  0.0      12      12      10  73.2 301 0.12  10.24  24.90 2021 05 05 01 01 33.4
50.533 29.763  11.3  0.0      26      26      16  60.3 301 0.13   2.41 313.90 2021 05 05 01 23 37.1
50.531 29.689  10.9  0.0       9       9       5  52.6 295 0.10   3.89 999.90 2021 05 05 09 14 12.4
50.548 29.719   4.9  0.0       7       7       5  56.3 297 0.14  12.74  10.10 2021 05 05 09 14 12.1
50.625 29.703  10.7  0.0      23      23      15  58.2 292 0.15   5.65  13.00 2021 05 05 09 31 20.3
50.820 29.707  50.8  0.0      10      10       5  61.3 334 0.07   4.47   5.60 2021 05 05 04 44 38.4
50.576 29.672  10.5  0.0      27      27      26  52.8 291 0.15   4.62  10.60 2021 05 05 03 34 07.4
50.605 29.741  24.9  0.0      10      10      10  60.9 294 0.13   3.48  11.10 2021 05 05 16 11 42.6
50.596 29.746  10.9  0.0      24      24      23  61.0 297 0.10   4.44  10.40 2021 05 05 16 11 43.1
50.638 29.730  13.4  0.0       5       5       5  61.3 291 0.05   3.22  56.00 2021 05 05 16 26 17.7
50.713 29.695  10.6  0.0      30      30      30  81.6 335 0.10  23.01  55.40 2021 05 05 16 26 19.8
50.568 29.728   5.0  0.0      16      16      14  58.0 298 0.09   5.39   4.10 2021 05 05 16 29 05.6
50.506 29.706   9.4  0.0      19      19       8  53.4 298 0.14  11.26  27.10 2021 05 05 16 54 38.0
50.547 29.695  12.0  0.0       9       9       8  53.8 295 0.08   2.30  71.70 2021 05 05 17 46 53.9
50.465 29.851  11.0  0.0      29      29      29  67.8 310 0.11   6.36  15.10 2021 05 05 23 00 54.3
50.657 29.730  10.4  0.0      27      27      21  62.3 294 0.14   5.17  11.80 2021 05 05 00 48 54.1
50.715 29.666  11.8  0.0       8       8       5  60.0 287 0.17   4.33 155.30 2021 05 05 05 38 38.1
50.662 29.687  11.2  0.0      15      15      14  58.6 292 0.10   4.95  11.30 2021 05 05 13 05 59.1
50.648 29.649  50.1  0.0      16      16      15  85.1 336 0.06   2.56   3.80 2021 05 05 13 05 58.5
50.524 29.952   8.4  0.0       4       4       3  80.0 313 0.03  42.60  95.40 2021 05 05 16 40 08.5
50.758 29.941  32.8  0.0       5       5       3 118.0 341 0.02  13.42  47.10 2021 05 05 16 40 11.8
50.780 29.599  68.6  0.0       5       5       4  88.8 344 0.07  11.73  11.30 2021 05 05 05 40 16.6
50.679 29.842   8.6  0.0      16      16      16  74.1 302 0.14   7.65  17.60 2021 05 05 06 34 37.6
50.556 29.581  41.4  0.0       7       7       5  43.2 285 0.06   5.03   6.00 2021 05 05 22 41 23.7
50.596 29.776  11.1  0.0      35      35      33  64.0 297 0.16   5.22  12.20 2021 05 05 05 40 04.9
50.481 29.674  11.2  0.0       7       7       7  49.3 299 0.12   6.01 999.90 2021 05 05 06 45 10.4
50.605 29.676  11.1  0.0      17      17      15  54.6 290 0.11   4.15   9.40 2021 05 05 18 51 24.2
50.869 29.670   9.2  0.0       3       3       3  56.0 352 0.11 1104.26 999.90 2021 05 05 23 38 39.8
50.604 29.769  10.9  0.0       5       5       4  63.6 300 0.14  12.74  27.90 2021 05 05 03 32 42.3
50.670 29.613  65.3  0.0      16      16      11  79.3 340 0.05   2.91   2.70 2021 05 05 03 32 44.3
50.644 30.000  11.2  0.0      33      33      28  88.6 310 0.12   6.96   8.90 2021 05 05 11 52 17.8
50.636 29.690   9.3  0.0      33      33      32  57.5 288 0.14   3.96   9.20 2021 05 05 23 09 17.9
50.605 29.574  29.1  0.0       5       5       5  45.3 277 0.05   3.23   5.00 2021 05 05 06 09 29.2
50.587 29.898  10.8  0.0      19      19      18  76.1 306 0.12   6.57  15.60 2021 05 05 13 48 36.9
50.509 29.583  11.3  0.0      13      13       8  41.0 283 0.13   6.02  11.70 2021 05 05 18 39 48.2
50.589 29.820  10.9  0.0      33      33      31  68.2 300 0.11   4.30  10.20 2021 05 05 09 38 52.0
50.525 29.754  24.9  0.0      12      12      11  59.0 301 0.13   3.56  10.90 2021 05 05 10 19 37.6
50.546 29.827  11.3  0.0       9       9       9  67.3 306 0.12   8.73  20.20 2021 05 05 10 36 26.1
50.858 29.729  77.0  0.0       4       4       4  99.5 346 0.02  15.60  17.30 2021 05 05 10 36 26.1
50.673 29.951  10.9  0.0       8       8       8 104.0 342 0.11  88.83 215.10 2021 05 05 22 19 35.0
50.669 29.711  28.8  0.0      10      10      10  90.2 336 0.08   3.42  11.20 2021 05 05 16 52 14.0
50.635 29.694  11.2  0.0      26      26      25  57.8 288 0.11   1.56 255.20 2021 05 05 16 52 14.4
50.669 29.715  28.3  0.0       5       5       5  99.8 341 0.05   7.60  31.90 2021 05 05 13 30 43.7
50.575 29.670  10.4  0.0      15      15      15  52.6 291 0.09   3.93   8.90 2021 05 05 13 30 44.3
50.657 29.778  10.4  0.0      28      28      27  75.1 335 0.11  26.41  63.50 2021 05 05 00 04 47.2
50.733 29.906  31.8  0.0       5       5       5 122.0 348 0.06  10.38  31.70 2021 05 05 19 35 10.3
50.617 29.692   0.0  0.0      27      27      26  69.2 333 0.09  24.02  19.10 2021 05 05 19 35 12.5
50.714 29.777   1.1  0.0      29      29      28  72.4 334 0.11  23.57  19.00 2021 05 05 19 38 56.9
50.753 29.885  10.7  0.0       7       7       7 114.0 340 0.09  73.16 177.70 2021 05 05 19 38 56.0
50.534 29.806  45.7  0.0       6       6       5  88.1 339 0.08   5.36  10.10 2021 05 05 20 35 52.5
50.680 29.747  36.7  0.0      32      32      30  71.0 333 0.08   1.98   4.20 2021 05 05 20 35 55.2
50.660 29.820  51.9  0.0      34      34      29  79.1 335 0.08   2.05   3.60 2021 05 05 22 12 12.6
50.621 29.681  10.8  0.0      31      31      31  67.9 335 0.14  29.44  70.10 2021 05 05 00 31 42.2
50.690 29.635  17.1  0.0      20      20      19  59.9 334 0.07   1.64   9.10 2021 05 05 00 35 52.7
50.588 29.728  10.7  0.0      35      35      34  74.0 334 0.16  31.42  74.60 2021 05 05 00 55 05.3
50.673 29.646  22.3  0.0      12      12      11  61.8 335 0.06   2.56   8.90 2021 05 05 00 58 34.6
50.666 29.666  10.8  0.0      23      23      22  64.1 332 0.12  29.29  37.40 2021 05 05 01 19 32.2
50.668 29.684  33.0  0.0      15      15      14  86.0 336 0.06   2.48   6.70 2021 05 05 01 21 14.4
50.597 29.707  11.6  0.0      20      20      18  71.7 333 0.09  31.07  73.50 2021 05 05 01 21 13.8
50.634 29.585  33.6  0.0      11      11      11  61.7 335 0.08   3.18   4.80 2021 05 05 01 40 52.6
50.841 29.740   8.4  0.0      35      35      35  64.2 332 0.11  19.72  47.80 2021 05 05 01 48 17.4
50.806 29.703   0.1  0.0       7       7       7  61.4 340 0.13 199.76 161.90 2021 05 05 01 57 29.3
50.810 29.738  40.0  0.0      10      10      10  76.6 335 0.07   3.18   5.80 2021 05 05 01 57 29.4
50.619 29.692  11.0  0.0       4       4       4  89.7 337 0.10  67.64 161.20 2021 05 05 02 00 29.0
50.620 29.638  10.4  0.0      16      16      16  64.2 335 0.16  49.52 116.80 2021 05 05 02 00 30.0
50.634 29.718  10.9  0.0      34      34      33  70.6 333 0.13  29.52  70.60 2021 05 05 02 11 08.7
50.593 29.697   8.1  0.0      10      10       5  86.6 334 0.17  73.27 173.50 2021 05 05 02 12 56.2
50.600 29.743  10.8  0.0      30      30      29  74.7 334 0.11  28.54  67.90 2021 05 05 02 12 55.3
50.627 29.745  10.0  0.0      35      35      35  73.5 334 0.14  27.86  66.60 2021 05 05 02 17 20.1
50.661 29.630   0.0  0.0      22      22      22  61.1 334 0.08  22.14  17.50 2021 05 05 02 29 10.4
50.716 29.603  35.4  0.0       8       8       8  67.8 344 0.08   5.52   6.10 2021 05 05 02 38 41.3
50.698 29.643  10.9  0.0      22      22      22  60.3 334 0.17  35.56  85.10 2021 05 05 02 57 50.2
50.729 29.633  39.6  0.0      16      16      16  57.7 334 0.07   1.84   2.40 2021 05 05 03 28 25.1
50.726 29.738  25.7  0.0       5       5       5 105.0 346 0.06   8.27  30.60 2021 05 05 03 45 05.0
50.634 29.691  10.8  0.0      30      30      30  68.1 332 0.09  19.37  24.60 2021 05 05 03 59 24.9
50.651 29.680  10.9  0.0      33      33      32  66.2 332 0.13  25.18  60.00 2021 05 05 04 05 36.5
50.709 29.705   9.4  0.0      31      31      31  72.3 332 0.09  18.16  43.60 2021 05 05 05 26 03.1
50.696 29.674  47.8  0.0      16      16      15  82.4 334 0.06   2.36   3.90 2021 05 05 06 17 14.8
50.790 29.682  10.7  0.0      15      15      13  59.8 330 0.09  28.30  68.00 2021 05 05 06 17 16.9
50.676 29.719  24.4  0.0       5       5       5  68.5 346 0.05   7.39  10.80 2021 05 05 06 25 35.5
50.647 29.690  10.9  0.0       8       8       7  67.3 345 0.17 213.96 508.90 2021 05 05 07 18 05.2
50.662 29.761  64.5  0.0      13      13      13  73.2 337 0.08   2.83   2.90 2021 05 05 07 59 58.4
50.688 29.705  24.1  0.0      12      12      12  72.7 336 0.07   3.55  14.70 2021 05 05 09 10 14.6
50.707 29.668  31.3  0.0      20      20      19  62.1 331 0.08   1.86   3.80 2021 05 05 09 10 15.6
50.871 29.765  23.8  0.0      18      18      18  66.1 336 0.07   1.78   5.50 2021 05 05 11 09 05.9
50.610 29.702  10.9  0.0      35      35      35  70.5 333 0.11  21.48  51.10 2021 05 05 12 09 54.0
50.691 29.663  10.9  0.0      20      20      20  62.5 335 0.15  35.64  85.40 2021 05 05 12 15 10.4
50.645 29.696  11.4  0.0      25      25      25  67.9 336 0.08   1.70 194.40 2021 05 05 16 00 26.9
50.579 29.612  38.1  0.0      10      10       9  81.6 331 0.05   2.76   4.90 2021 05 05 16 00 27.4
50.651 29.736  10.9  0.0      15      15      15  71.3 337 0.07   2.06 633.90 2021 05 05 18 31 01.2
50.671 29.729  11.0  0.0      36      36      35  69.8 333 0.15  27.26  65.20 2021 05 05 23 02 53.7
50.669 29.708  11.1  0.0      27      27      20  67.9 336 0.14  38.22  91.50 2021 05 05 23 08 35.9
50.676 29.707  11.0  0.0      33      33      32  73.2 332 0.13  29.24  70.30 2021 05 05 23 15 22.6
50.703 29.632  42.3  0.0      24      24      22  58.9 333 0.09   2.13   2.90 2021 05 05 23 57 00.8
50.691 29.579  61.3  0.0       8       8       5  75.1 333 0.07   4.70   6.00 2021 05 05 23 25 29.0
50.606 29.678  11.0  0.0      18      10      17  54.9 291 0.15   5.97  14.10 2021 05 05 23 25 28.4
50.591 29.828  11.3  0.0      23      23      22  69.0 301 0.14   2.20 312.90 2021 05 05 19 38 38.5
50.397 29.557  71.6  0.0      10      10       8  34.5 298 0.10   8.54   5.40 2021 05 05 22 00 40.0
50.505 29.734   7.1  0.0      11      11       7  91.0 336 0.12  75.40  95.80 2021 05 05 23 34 26.3
50.722 29.750  58.8  0.0      24      24      20  87.6 336 0.07   2.92   3.90 2021 06 06 00 22 13.7
50.529 29.898  11.2  0.0       6       6       5  74.3 311 0.12   5.00 999.90 2021 06 06 23 38 40.6
50.653 29.752  62.9  0.0      21      21      16  92.4 337 0.06   2.98   3.60 2021 06 06 23 38 42.5
50.803 29.690  32.2  0.0      14      14       7  60.2 334 0.06   2.77   4.90 2021 06 06 22 00 43.0
50.483 29.788  10.3  0.0      26      26      22  61.4 305 0.15   9.62  23.10 2021 06 06 02 12 09.3
50.495 29.668  10.9  0.0      16      16       9  49.1 298 0.13  10.09  22.80 2021 06 06 03 08 01.3
50.492 29.670  11.0  0.0      13      13       7  49.3 295 0.11   7.84  18.80 2021 06 06 18 30 06.8
50.689 29.792  59.3  0.0      28      28       5  75.0 335 0.05   2.90   4.00 2021 06 06 21 11 46.3
50.508 29.695  11.0  0.0      18      18      14  52.3 297 0.12   3.04 751.80 2021 06 06 09 46 03.8
50.527 29.673   7.5  0.0      14      14       4  50.8 293 0.10   8.03  19.60 2021 06 06 14 15 29.7
50.575 29.826  10.9  0.0      11      11       2  68.2 301 0.07  16.97  36.20 2021 06 06 01 18 33.6
50.518 29.707  11.2  0.0      19      19      16  54.0 295 0.11   6.13   7.80 2021 06 06 02 27 28.3
50.538 29.840  28.1  0.0      11      11       8  68.4 311 0.13   6.04  16.60 2021 06 06 13 01 03.6
50.575 29.832  11.3  0.0      23      23      21  68.9 305 0.15   3.26 579.10 2021 06 06 13 03 58.9
50.615 29.992  11.1  0.0       3       3       3  86.8 314 0.12  28.75  35.80 2021 06 06 22 02 08.7
50.719 29.788  39.5  0.0      10      10       8  94.4 337 0.07   5.81  12.30 2021 06 06 22 02 14.6
50.662 29.828  10.9  0.0      25      25       6  86.6 339 0.09  65.64 157.70 2021 06 06 23 04 35.0
50.459 29.692  19.1  0.0       7       7       4  50.5 299 0.12   6.09  27.70 2021 06 06 00 27 18.4
50.621 29.771  18.8  0.0      11      11       4  64.5 299 0.09   6.16  42.30 2021 06 06 02 50 41.1
50.750 29.698  55.8  0.0      17      17       4  63.0 335 0.05   3.55   4.70 2021 06 06 02 50 41.4
50.614 29.759   6.8  0.0      22      22       8  63.1 299 0.10   5.51   6.60 2021 06 06 09 50 33.6
50.579 29.739  11.2  0.0       9       9       6  59.6 298 0.14   4.52 981.00 2021 06 06 14 38 24.5
50.613 29.720  15.0  0.0       5       5       4  71.9 340 0.09   6.40  36.30 2021 06 06 04 54 33.5
50.519 29.656  10.4  0.0      23      23       5  48.8 290 0.12   7.06  16.90 2021 06 06 15 44 45.3
50.679 29.755  11.5  0.0      15      15      13  65.9 296 0.17   2.97 236.90 2021 07 07 10 34 05.3
50.627 29.704  11.4  0.0      36      36      34  58.4 289 0.13   1.63 134.90 2021 07 07 07 13 07.5
50.535 29.813  11.3  0.0      34      34      33  65.5 302 0.15   2.13 349.90 2021 07 07 00 01 24.7
50.909 29.876  10.1  0.0      36      36      36  77.5 300 0.15   5.51  13.00 2021 07 07 11 11 56.2
50.914 29.905   6.2  0.0      35      35      30  80.5 302 0.13   5.51   7.00 2021 07 07 11 14 58.1
50.902 29.934  10.6  0.0      34      34      33  83.8 304 0.15   6.40  15.20 2021 07 07 11 37 49.3
50.950 29.841   6.1  0.0      34      34      32  73.1 298 0.13   4.71   5.90 2021 07 07 11 41 35.6
50.598 29.675  10.9  0.0      27      27      27  54.2 291 0.16   4.30  10.00 2021 07 07 02 52 57.1
50.668 29.657  10.8  0.0      17      17      10  56.4 286 0.16   5.75  12.40 2021 07 07 03 10 38.8
50.702 29.588   7.9  0.0      14      14       5  52.8 277 0.13   7.26  13.60 2021 07 07 15 41 41.0
50.930 29.726  32.6  0.0      21      21      18  84.3 333 0.06   3.11   8.40 2021 07 07 16 13 28.4
50.600 29.689  34.8  0.0      12      12       1  73.6 334 0.05   5.89   9.90 2021 07 07 05 56 12.0
50.579 29.696   9.1  0.0      20      20      16  55.3 294 0.10   6.04  14.60 2021 07 07 05 08 10.9
50.628 29.839  11.0  0.0       9       9       4  71.6 304 0.10   4.27 999.90 2021 07 07 21 55 52.0
50.649 29.768  11.1  0.0      24      24       6  90.7 338 0.07  55.04 133.80 2021 07 07 23 47 28.9
50.581 29.708   2.3  0.0      22      22       0  85.9 342 0.05  93.16 999.90 2021 07 07 23 47 28.4
50.613 29.860  10.9  0.0      19      19      11  73.2 305 0.09   2.58 999.90 2021 07 07 21 10 22.1
50.575 29.649  34.7  0.0      24      24      20  70.5 337 0.08   3.54   6.70 2021 07 07 21 14 04.4
