                        ORT    Lon    Lat  Dep  Nus  NuP  NuS    ADS    MDS   GAP  RMS  ERH  ERZ  MAG
2020-01-01T05:58:19.900000Z 51.954 35.926 21.0    9    9    9  97.00  14.70 284.0  1.1 18.6  6.7  4.5
2020-01-01T05:59:58.900000Z 52.247 36.185 12.3    5    5    5  97.48  59.10 256.0  0.6 12.4  5.7  2.5
2020-01-01T06:01:40.400000Z 52.174 35.988 15.0    6    6    6  70.92  13.90 224.0  0.8 10.4  5.6  3.0
2020-01-01T06:03:19.800000Z 52.239 35.970 33.6    7    7    7 102.89  62.00 211.0  0.9 13.2 50.8  3.5
2020-01-01T06:04:59.700000Z 52.097 36.241  8.2    7    7    7  74.63   9.41 182.0  0.6  5.5  4.1  3.5
2020-01-01T06:06:40.100000Z 52.185 36.391 14.6   10   10   10  67.68  15.00  81.0  1.0  6.9  5.3  5.0
2020-01-01T06:08:19.400000Z 52.088 35.578  7.1   10   10   10 120.74  51.50 249.0  0.7  9.5  8.0  5.0
2020-01-01T06:10:00.000000Z 51.758 36.308  9.4    6    6    6  81.17  38.80 128.0  0.6  5.7 10.2  3.0
2020-01-01T06:11:38.500000Z 51.896 36.062 15.8    5    5    5 105.04  65.60 289.0  0.8 21.5 20.9  2.5
2020-01-01T06:13:18.700000Z 51.781 36.245  4.8    7    7    7  95.31  32.20 241.0  1.0 14.5  8.3  3.5
2020-01-01T06:14:59.300000Z 51.833 36.323 18.9    5    5    5  74.06  36.20 224.0  0.9 34.6 32.5  2.5
2020-01-01T06:16:40.100000Z 51.889 36.241 14.2   10   10   10  82.06  25.80 126.0  0.8  6.4  5.6  5.0
2020-01-01T06:18:20.100000Z 52.159 35.842 15.4    8    8    8 105.71  46.10 225.0  0.8 10.1  7.2  4.0
2020-01-01T06:20:00.300000Z 52.242 35.776 17.8    8    8    8 105.00  34.80 256.0  0.5  8.9  9.9  4.0
2020-01-01T06:21:39.800000Z 51.848 36.165  8.6   10   10   10  86.49  21.70 154.0  1.2  9.7  8.8  5.0
2020-01-01T06:23:21.200000Z 51.857 35.928 11.9    9    9    9  98.97  20.40 225.0  1.0 11.8  6.7  4.5
2020-01-01T06:24:59.500000Z 51.895 35.751 22.6   10   10   10 111.18  34.60 241.0  0.9 11.8  7.1  5.0
2020-01-01T06:26:39.600000Z 52.257 36.138  8.2    5    5    5 106.54  63.80 193.0  0.8  9.6 12.5  2.5
2020-01-01T06:28:20.200000Z 51.947 35.994 19.4    7    7    7  75.88   9.53 214.0  0.6  7.6  4.7  3.5
2020-01-01T06:30:00.500000Z 52.134 36.393 17.3   10   10   10  69.06  16.30  89.0  1.0  7.5  5.1  5.0
2020-01-01T06:31:38.700000Z 52.186 35.868  2.2    7    7    7  98.60  43.20 278.0  0.6 12.9 10.9  3.5
2020-01-01T06:33:21.400000Z 52.204 36.022 15.7    7    7    7  81.44  26.00 206.0  0.8  9.6  6.5  3.5
2020-01-01T06:35:00.300000Z 51.959 36.406  4.3   10   10   10  75.96  27.30 106.0  1.0  6.6 11.6  5.0
2020-01-01T06:36:40.900000Z 51.901 35.946  6.8    9    9    9  86.69  16.00 221.0  0.8  8.2  5.4  4.5
2020-01-01T06:38:18.600000Z 51.546 35.636  3.8    7    7    7 133.81  63.00 304.0  0.9 17.4  9.6  3.5
2020-01-01T06:40:01.700000Z 52.091 35.877 21.6    5    5    5  76.98  43.20 239.0  0.7 11.7  8.9  2.5
2020-01-01T06:41:40.300000Z 52.120 35.779 16.2    9    9    9 103.97  30.10 232.0  1.1 13.7  8.0  4.5
2020-01-01T06:43:20.100000Z 51.832 36.188 14.9   10   10   10  86.71  24.50 150.0  1.1  9.3  6.9  5.0
2020-01-01T06:45:00.300000Z 52.333 36.172 10.0    7    7    7  74.13  15.20 153.0  0.7  6.0  5.2  3.5
2020-01-01T06:46:40.500000Z 52.263 36.388 14.2    9    9    9  71.69  16.90 101.0  1.0  7.5  6.7  4.5
2020-01-01T06:48:19.600000Z 52.241 35.769 15.8   10   10   10 100.88  35.40 231.0  0.8  9.9  6.1  5.0
2020-01-01T06:49:59.000000Z 52.043 36.086 15.0    6    6    6  65.06   5.06 132.0  0.8 11.4  5.6  3.0
2020-01-01T06:51:38.400000Z 51.818 36.030 15.9    5    5    5 102.12  19.60 284.0  0.8 21.0  5.9  2.5
2020-01-01T06:53:19.900000Z 51.590 35.788 11.6    8    8    8 132.85  65.10 252.0  0.8 12.3  7.7  4.0
2020-01-01T06:55:00.800000Z 52.121 35.517  8.1    8    8    8 125.64  58.70 253.0  0.9 12.9 10.7  4.0
2020-01-01T06:56:40.800000Z 51.770 36.014 10.0    7    7    7  93.80  24.10 289.0  0.8 14.8 10.7  3.5
