   LON    LAT DEPTH  MAG NSTUSED NPHASEP NPHASES  MIND GAP  RMS    ERH    ERZ YYYY MM DD HH MN  SEC
50.636 29.691  10.9  0.0      26      26      13  57.7 288 0.10   4.98  12.00 2021 05 05 16 52 14.4
50.699 29.710  33.6  0.0       5       5       3  98.7 340 0.02  10.11  33.60 2021 05 05 13 30 43.7
50.573 29.673  11.2  0.0      15      15       8  52.8 292 0.09   2.76 532.40 2021 05 05 13 30 44.3
50.654 29.779  11.2  0.0      28      28      14  75.4 335 0.11  31.81  76.20 2021 05 05 00 04 47.2
50.722 29.899  30.6  0.0       5       5       3 122.0 348 0.03  14.37  36.50 2021 05 05 19 35 10.4
50.576 29.769  10.7  0.0      27      27      13  78.4 335 0.08  33.82  80.80 2021 05 05 19 35 12.5
50.714 29.806   4.0  0.0      29      29      14  75.4 335 0.10  37.89  30.50 2021 05 05 19 38 57.0
50.763 29.889  10.8  0.0       7       7       4 115.0 340 0.05  14.29 999.90 2021 05 05 19 38 55.9
50.527 29.805  44.3  0.0       6       6       3  88.3 339 0.06   6.84  13.40 2021 05 05 20 35 52.5
50.690 29.741  38.2  0.0      32      32      15  70.0 333 0.08   2.69   5.70 2021 05 05 20 35 55.2
50.647 29.820  51.1  0.0      34      34      15  79.6 335 0.08   2.69   4.40 2021 05 05 22 12 12.6
50.628 29.678  10.7  0.0      31      31      16  67.2 335 0.13  35.73  85.40 2021 05 05 00 31 42.3
50.697 29.641  13.0  0.0      20      20      10  60.1 334 0.06   1.78  31.90 2021 05 05 00 35 52.7
50.581 29.725  10.4  0.0      35      35      17  74.1 334 0.13  31.39  74.50 2021 05 05 00 55 05.3
50.674 29.651  18.6  0.0      12      12       6  62.3 335 0.05   3.36  13.90 2021 05 05 00 58 34.6
50.668 29.665  11.0  0.0      23      23      11  63.9 332 0.10  31.04  74.20 2021 05 05 01 19 32.3
50.664 29.689  29.5  0.0      15      15       7  86.7 336 0.05   2.97   9.40 2021 05 05 01 21 14.4
50.630 29.648   1.5  0.0      20      20       9  64.5 331 0.10  30.27  23.80 2021 05 05 01 21 13.7
50.628 29.580  34.4  0.0      11      11       6  61.5 335 0.07   4.05   4.90 2021 05 05 01 40 52.6
50.832 29.749  11.7  0.0      35      35      18  65.4 332 0.10  20.76  50.10 2021 05 05 01 48 17.4
50.808 29.788  11.0  0.0       7       7       4  70.3 342 0.09 215.99 527.90 2021 05 05 01 57 29.3
50.818 29.738  40.9  0.0      10      10       5  76.4 335 0.08   4.68  11.10 2021 05 05 01 57 29.4
50.623 29.689  10.7  0.0       4       4       2  89.3 337 0.07  93.73 226.50 2021 05 05 02 00 29.0
50.622 29.638  10.4  0.0      16      16       8  64.1 335 0.12  47.85 113.10 2021 05 05 02 00 30.0
50.628 29.716  10.8  0.0      34      34      17  70.7 333 0.11  29.34  70.00 2021 05 05 02 11 08.7
50.578 29.703  11.1  0.0      10      10       3  87.7 334 0.17  78.14 185.80 2021 05 05 02 12 56.2
50.605 29.743  10.5  0.0      30      30      15  74.4 334 0.11  40.57  97.20 2021 05 05 02 12 55.3
50.619 29.746  10.4  0.0      35      35      18  73.9 334 0.14  42.80 102.00 2021 05 05 02 17 20.0
50.616 29.704  10.5  0.0      22      22      11  70.3 337 0.06   2.87 818.80 2021 05 05 02 29 10.4
50.767 29.608  38.7  0.0       8       8       4  65.6 344 0.10  10.58  10.00 2021 05 05 02 38 41.4
50.717 29.648  11.0  0.0      22      22      11  59.7 334 0.14  43.66 104.60 2021 05 05 02 57 50.2
50.733 29.637  38.7  0.0      16      16       8  57.9 334 0.06   2.44   3.10 2021 05 05 03 28 25.1
50.699 29.733  11.7  0.0       5       5       3 106.0 346 0.04  11.37 999.90 2021 05 05 03 45 05.1
50.637 29.692  11.2  0.0      30      30      15  68.0 332 0.09   1.84 489.60 2021 05 05 03 59 24.9
50.651 29.677  10.2  0.0      33      33      16  65.9 332 0.13  27.64  65.80 2021 05 05 04 05 36.5
50.709 29.711  11.2  0.0      31      31      16  73.0 332 0.10  27.80  67.10 2021 05 05 05 26 03.1
50.701 29.677  47.7  0.0      16      16       8  82.6 334 0.05   2.98   4.50 2021 05 05 06 17 14.8
50.789 29.685  11.4  0.0      15      15       7  60.2 330 0.08  31.37  74.80 2021 05 05 06 17 16.9
50.644 29.702  19.9  0.0       5       5       3  68.5 346 0.04  11.02  33.00 2021 05 05 06 25 35.6
50.702 29.615   0.0  0.0       8       8       4  57.4 343 0.19 274.57 217.10 2021 05 05 07 18 05.3
50.672 29.762  65.2  0.0      13      13       7  72.8 337 0.06   3.64   4.20 2021 05 05 07 59 58.4
50.687 29.703  26.5  0.0      12      12       6  72.5 336 0.05   5.94  21.30 2021 05 05 09 10 14.5
50.718 29.665  34.1  0.0      20      20      10  61.3 330 0.07   2.14   3.70 2021 05 05 09 10 15.6
50.870 29.769  23.1  0.0      18      18       9  66.5 336 0.08   2.61   7.10 2021 05 05 11 09 05.9
50.620 29.703  10.5  0.0      35      35      18  70.0 333 0.10  26.66  63.00 2021 05 05 12 09 54.0
50.694 29.665  11.1  0.0      20      20      10  62.5 335 0.15  56.65  45.20 2021 05 05 12 15 10.4
50.641 29.686  21.5  0.0      25      25      13  67.3 336 0.06   2.13  11.40 2021 05 05 16 00 26.9
50.566 29.599  41.0  0.0      10      10       5  80.5 331 0.06   4.05   5.50 2021 05 05 16 00 27.4
50.655 29.738  10.7  0.0      15      15       8  71.4 337 0.06  36.33  87.10 2021 05 05 18 31 01.2
50.676 29.729  11.4  0.0      36      36      18  69.4 333 0.11  28.22  67.90 2021 05 05 23 02 53.7
50.674 29.705  10.6  0.0      27      27      10  67.3 336 0.10  39.30  93.90 2021 05 05 23 08 36.0
50.688 29.710  10.9  0.0      33      33      16  73.2 332 0.13  35.16  84.30 2021 05 05 23 15 22.6
50.703 29.629  43.0  0.0      24      24      11  58.7 333 0.06   2.44   2.80 2021 05 05 23 57 00.8
50.718 29.577  65.0  0.0       8       8       3  74.4 333 0.03   6.44   8.30 2021 05 05 23 25 28.8
50.601 29.646   5.1  0.0      13      10       9  51.6 287 0.14   7.55   5.90 2021 05 05 23 25 28.4
50.590 29.819   8.1  0.0      23      23      11  68.1 300 0.13   5.77  13.20 2021 05 05 19 38 38.4
50.392 29.544  72.7  0.0      10      10       4  33.0 297 0.08   8.49   5.30 2021 05 05 22 00 40.0
50.505 29.730  11.3  0.0      11      11       4  90.6 336 0.13  86.60 205.80 2021 05 05 23 34 26.3
50.714 29.749  58.7  0.0      24      24      10  87.5 336 0.06   2.97   3.80 2021 06 06 00 22 13.7
50.520 29.875   5.6  0.0       6       6       3  71.7 310 0.15  22.49  28.70 2021 06 06 23 38 40.5
50.645 29.760  61.7  0.0      21      21       8  93.4 338 0.05   4.49   6.20 2021 06 06 23 38 42.4
50.807 29.678  36.1  0.0      14      14       4  58.8 333 0.06   3.40   4.90 2021 06 06 22 00 43.0
50.483 29.790  11.0  0.0      26      26      11  61.5 305 0.10   7.79  18.60 2021 06 06 02 12 09.3
50.496 29.662  11.0  0.0      16      16       5  48.6 297 0.12  10.70  23.90 2021 06 06 03 08 01.4
50.493 29.672  10.7  0.0      13      13       4  49.5 295 0.09   7.58  17.70 2021 06 06 18 30 06.8
50.683 29.788  59.0  0.0      28      28       3  74.9 335 0.05   3.12   4.20 2021 06 06 21 11 46.3
50.504 29.675   6.4  0.0      18      18       7  50.2 296 0.11   8.66  11.20 2021 06 06 09 46 03.8
50.528 29.679   9.7  0.0      14      14       2  51.4 294 0.07   7.84  20.10 2021 06 06 14 15 29.8
50.580 29.815   7.0  0.0      11      11       1  67.3 300 0.07  17.07  19.50 2021 06 06 01 18 33.8
50.518 29.711  10.9  0.0      19      19       8  54.4 295 0.10   6.95  16.90 2021 06 06 02 27 28.2
50.557 29.864  15.0  0.0      11      11       4  71.6 312 0.10   6.56  30.40 2021 06 06 13 01 03.5
50.577 29.830  11.2  0.0      23      23      11  68.7 305 0.11   9.01  21.90 2021 06 06 13 03 58.9
50.620 29.997  11.3  0.0       3       3       2  87.5 314 0.09  31.13  75.80 2021 06 06 22 02 08.6
50.716 29.767  46.0  0.0      10      10       4  92.1 337 0.08   7.51  13.70 2021 06 06 22 02 14.6
50.660 29.834  11.0  0.0      25      25       3  87.2 339 0.09  67.84 162.90 2021 06 06 23 04 34.9
50.454 29.697  24.6  0.0       7       7       2  50.9 299 0.05   5.52  16.10 2021 06 06 00 27 18.1
50.629 29.758   7.5  0.0      11      11       2  63.7 298 0.07   9.87  22.70 2021 06 06 02 50 41.2
50.747 29.695  55.9  0.0      17      17       2  62.9 335 0.04   3.58   4.90 2021 06 06 02 50 41.4
50.617 29.764   7.9  0.0      22      22       4  63.7 299 0.10   7.75  18.80 2021 06 06 09 50 33.6
50.582 29.735  11.5  0.0       9       9       3  59.3 297 0.14   5.41 385.90 2021 06 06 14 38 24.6
50.628 29.712  25.2  0.0       5       5       2  70.4 340 0.03  10.24  22.50 2021 06 06 04 54 33.5
50.519 29.654  10.8  0.0      23      23       3  48.6 290 0.12   7.56  18.80 2021 06 06 15 44 45.3
50.676 29.751  10.8  0.0      15      15       7  65.3 295 0.11   6.99  16.90 2021 07 07 10 34 05.3
50.622 29.695   7.9  0.0      36      36      17  57.3 289 0.09   3.10   7.00 2021 07 07 07 13 07.4
50.532 29.809  11.0  0.0      34      34      17  65.0 302 0.10   4.62  10.80 2021 07 07 00 01 24.7
50.915 29.878  10.2  0.0      36      36      18  77.6 301 0.13   7.89  19.10 2021 07 07 11 11 56.2
50.915 29.922  11.5  0.0      35      35      15  82.3 303 0.09   6.77  16.60 2021 07 07 11 14 58.1
50.902 29.925   8.3  0.0      34      34      17  82.9 303 0.14   5.89  13.60 2021 07 07 11 37 49.3
50.957 29.853   9.5  0.0      34      34      16  74.3 299 0.14   6.55  15.10 2021 07 07 11 41 35.6
50.597 29.674  10.6  0.0      27      27      14  54.0 291 0.14   5.96  14.20 2021 07 07 02 52 57.1
50.665 29.655   7.1  0.0      17      17       5  56.0 286 0.12   5.53  12.10 2021 07 07 03 10 38.9
50.706 29.589   7.6  0.0      14      14       3  53.1 277 0.09   6.14  11.30 2021 07 07 15 41 41.0
50.922 29.720  35.9  0.0      21      21       9  83.9 332 0.06   3.25   8.00 2021 07 07 16 13 28.4
50.600 29.689  34.8  0.0      12      12       1  73.6 334 0.05   5.89   9.90 2021 07 07 05 56 12.0
50.582 29.705  11.0  0.0      20      20       8  56.3 294 0.07   5.69  13.60 2021 07 07 05 08 10.9
50.637 29.844  11.1  0.0       9       9       2  72.5 305 0.07  13.18  31.40 2021 07 07 21 55 52.0
50.649 29.772  10.9  0.0      24      24       3  91.2 338 0.06   4.33 999.90 2021 07 07 23 47 28.8
50.581 29.708   2.3  0.0      22      22       0  85.9 342 0.05  93.16 999.90 2021 07 07 23 47 28.4
50.609 29.858  10.1  0.0      19      19       6  72.8 305 0.08   7.91  17.40 2021 07 07 21 10 22.0
50.566 29.648  34.1  0.0      24      24      10  70.8 337 0.06   3.32   6.40 2021 07 07 21 14 04.4
